ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
59,79,1,2025-03-18,1,14,22,31,6,254,True,False
60,974,1,2025-11-18,1,16,9,9,5,304,True,False
61,411,2,2025-02-22,1,2,20,35,10,63,True,False
62,179,3,2025-10-22,1,14,15,40,10,444,True,False
63,94,3,2025-06-24,1,13,10,22,5,786,True,False
64,236,2,2026-05-06,1,18,19,13,4,224,True,False
65,14,2,2025-10-24,1,13,13,24,9,910,True,False
66,473,1,2024-07-25,1,31,6,24,4,426,True,False
67,593,3,2026-05-02,1,28,4,17,1,1301,True,False
68,721,2,2025-05-25,1,25,6,48,7,450,True,False
69,774,1,2024-08-14,1,24,26,6,10,583,True,False
70,825,1,2025-10-19,1,1,7,18,9,175,True,False
71,884,3,2024-08-16,1,21,9,14,9,300,True,False
72,758,1,2024-07-11,1,27,4,19,8,530,True,False
73,919,3,2025-01-26,1,16,25,4,10,1495,True,False
74,520,1,2024-08-06,1,19,1,9,1,862,True,False
75,712,1,2025-08-05,1,8,8,3,6,426,True,False
76,887,3,2025-08-02,1,31,15,39,3,271,True,False
77,312,1,2025-07-18,1,27,19,22,8,145,True,False
78,971,1,2025-11-21,1,2,21,32,6,1117,True,False
79,33,2,2024-10-13,1,8,10,1,6,332,True,False
80,472,2,2026-01-09,1,18,3,41,7,462,True,False
81,768,2,2025-05-17,1,10,3,43,3,224,True,False
82,947,2,2025-01-16,1,6,15,18,2,239,True,False
83,54,3,2024-11-10,1,8,25,31,8,14,True,False
84,161,3,2025-03-04,1,16,9,2,3,871,True,False
85,924,3,2025-01-18,1,2,4,19,9,1140,True,False
86,664,3,2026-05-23,1,1,26,22,6,97,True,False
87,410,3,2026-04-06,1,14,9,15,1,928,True,False
88,87,2,2024-11-03,1,30,1,39,4,476,True,False
89,641,2,2026-04-25,1,25,8,20,6,327,True,False
90,97,3,2024-12-09,1,18,15,48,8,538,True,False
91,540,3,2025-06-05,1,21,22,50,10,1020,True,False
92,613,2,2026-05-15,1,8,5,39,4,1270,True,False
93,195,2,2024-12-12,1,4,27,6,10,928,True,False
94,63,2,2026-03-30,1,24,9,16,10,1363,True,False
95,853,3,2025-10-08,1,24,21,1,2,600,True,False
96,775,2,2025-01-16,1,1,3,44,6,1399,True,False
97,579,2,2025-07-24,1,13,27,14,3,1090,True,False
98,988,3,2026-05-19,1,30,22,43,3,560,True,False
99,496,2,2025-05-15,1,30,21,16,2,1110,True,False
100,955,1,2025-01-17,1,13,25,27,10,1066,True,False
101,228,1,2026-04-16,1,14,8,24,8,77,True,False
102,660,2,2026-03-27,1,31,12,3,9,362,True,False
103,154,3,2025-08-31,1,27,26,22,1,1093,True,False
104,582,1,2025-04-27,1,26,26,23,10,593,True,False
105,501,1,2024-09-21,1,19,6,19,7,621,True,False
106,494,2,2025-10-05,1,17,25,43,9,86,True,False
107,555,3,2026-01-08,1,5,18,23,1,873,True,False
108,442,3,2024-12-03,1,18,15,37,7,1265,True,False
109,68,3,2024-12-24,1,29,5,21,5,209,True,False
110,240,3,2026-01-12,1,10,18,8,10,12,True,False
111,188,3,2026-05-08,1,14,1,32,1,166,True,False
112,638,2,2026-05-17,1,11,4,9,7,965,True,False
113,992,3,2024-11-16,1,9,6,33,7,995,True,False
114,860,3,2025-09-23,1,1,21,4,2,181,True,False
115,896,1,2025-07-06,1,28,2,31,6,1119,True,False
116,223,3,2026-07-01,1,7,22,22,2,641,True,False
117,381,1,2025-07-22,1,20,27,18,1,1226,True,False
118,728,3,2025-03-06,1,18,25,13,7,1276,True,False
119,189,3,2025-12-03,1,12,5,45,3,1109,True,False
120,542,2,2026-05-23,1,16,14,23,7,973,True,False
121,385,2,2025-10-11,1,7,27,9,2,335,True,False
122,317,3,2025-08-18,1,29,27,19,5,1034,True,False
123,248,2,2025-07-31,1,16,10,13,1,36,True,False
124,741,3,2026-06-03,1,22,15,7,3,910,True,False
125,615,2,2025-04-06,1,8,14,23,5,1380,True,False
126,183,2,2025-01-12,1,11,23,37,10,504,True,False
127,507,1,2025-06-26,1,21,22,25,1,1148,True,False
128,747,3,2026-02-09,1,29,5,47,1,454,True,False
129,692,2,2025-09-09,1,2,20,43,2,1473,True,False
130,382,2,2024-10-02,1,26,5,29,7,967,True,False
131,604,2,2025-06-27,1,4,23,15,2,1316,True,False
132,450,3,2024-12-25,1,18,11,18,8,1370,True,False
133,277,3,2025-09-01,1,8,26,34,7,181,True,False
134,554,1,2025-06-28,1,6,19,12,1,1403,True,False
135,215,3,2024-11-13,1,28,13,29,8,365,True,False
136,532,3,2025-07-29,1,10,8,30,3,391,True,False
137,122,1,2025-05-04,1,10,11,16,7,954,True,False
138,825,2,2026-02-19,1,5,17,22,6,1478,True,False
139,183,2,2025-03-06,1,23,9,24,9,638,True,False
140,645,1,2025-03-08,1,22,23,23,5,1260,True,False
141,627,3,2024-12-22,1,3,12,14,8,989,True,False
142,804,2,2024-11-05,1,23,1,28,6,469,True,False
143,19,3,2024-09-18,1,14,25,29,5,1282,True,False
144,583,3,2025-03-02,1,8,15,42,4,735,True,False
145,599,2,2025-04-16,1,16,11,25,2,526,True,False
146,120,3,2025-07-09,1,22,18,10,3,446,True,False
147,613,3,2024-11-16,1,25,4,6,3,420,True,False
148,960,3,2026-05-13,1,12,16,21,8,1277,True,False
149,573,2,2025-11-07,1,27,9,35,9,134,True,False
150,452,2,2026-05-16,1,9,7,1,2,763,True,False
151,327,3,2025-10-10,1,6,12,35,4,347,True,False
152,347,1,2025-09-14,1,30,10,44,3,1223,True,False
153,897,3,2024-11-18,1,22,25,16,1,975,True,False
154,392,2,2025-10-18,1,11,24,19,10,177,True,False
155,212,3,2026-02-23,1,8,3,23,4,637,True,False
156,502,2,2025-02-22,1,30,8,12,5,1134,True,False
157,556,3,2025-06-20,1,5,1,30,8,1426,True,False
158,118,2,2025-09-18,1,30,18,26,2,926,True,False
159,869,3,2026-01-21,1,8,23,31,1,1420,True,False
160,804,1,2026-04-06,1,19,9,12,9,150,True,False
161,200,1,2025-11-26,1,13,23,43,4,144,True,False
162,632,3,2025-02-11,1,4,10,30,8,206,True,False
163,658,2,2024-09-05,1,12,13,49,4,951,True,False
164,207,1,2026-01-27,1,11,8,45,3,342,True,False
165,190,1,2026-06-20,1,18,15,42,9,746,True,False
166,296,1,2025-09-21,1,15,10,16,9,1224,True,False
167,890,1,2026-06-16,1,9,27,14,8,323,True,False
168,955,2,2025-05-25,1,20,22,30,3,699,True,False
169,410,2,2026-02-08,1,3,21,29,9,1004,True,False
170,206,1,2025-07-07,1,9,7,25,5,1256,True,False
171,188,2,2024-11-04,1,31,18,36,3,431,True,False
172,725,2,2026-03-16,1,4,26,39,6,137,True,False
173,577,2,2024-07-19,1,17,22,27,2,1304,True,False
174,585,1,2026-05-18,1,16,21,38,10,818,True,False
175,425,2,2026-06-30,1,11,8,26,5,1325,True,False
176,423,3,2025-05-25,1,11,2,34,10,306,True,False
177,568,3,2024-07-13,1,5,13,33,8,1144,True,False
178,462,2,2024-08-16,1,16,8,32,2,469,True,False
179,174,2,2025-09-04,1,18,7,16,4,1006,True,False
180,776,2,2026-05-01,1,20,21,27,8,180,True,False
181,879,2,2026-03-06,1,11,27,6,4,512,True,False
182,232,2,2024-11-19,1,2,16,47,4,1457,True,False
183,904,1,2025-07-18,1,21,20,10,8,1416,True,False
184,656,2,2025-09-04,1,25,4,14,4,1060,True,False
185,166,1,2025-12-01,1,30,4,5,9,105,True,False
186,838,2,2025-05-05,1,14,5,44,8,303,True,False
187,282,2,2024-12-28,1,29,23,19,6,780,True,False
188,851,2,2026-05-04,1,6,26,32,6,1448,True,False
189,75,2,2024-07-30,1,1,17,30,7,1290,True,False
190,214,1,2025-08-27,1,25,20,41,3,1337,True,False
191,133,1,2026-04-22,1,21,2,4,1,248,True,False
192,673,3,2025-07-02,1,7,22,8,4,589,True,False
193,595,1,2025-10-23,1,29,7,40,6,71,True,False
194,392,1,2025-01-10,1,12,19,34,2,56,True,False
195,854,2,2025-01-04,1,14,14,31,9,769,True,False
196,444,3,2025-04-14,1,15,2,16,8,222,True,False
197,941,1,2026-05-07,1,9,18,6,5,1023,True,False
198,948,3,2025-04-24,1,25,4,8,2,1345,True,False
199,736,3,2025-06-18,1,17,22,25,6,1209,True,False
200,829,1,2024-07-09,1,21,18,8,1,1440,True,False
201,583,2,2024-11-22,1,26,7,20,6,744,True,False
202,765,3,2025-05-31,1,30,10,4,3,435,True,False
203,87,2,2025-05-22,1,29,27,10,8,934,True,False
204,308,1,2025-06-08,1,2,24,13,5,570,True,False
205,568,3,2025-11-26,1,19,3,2,10,366,True,False
206,912,1,2026-01-10,1,1,15,39,6,595,True,False
207,647,1,2025-11-18,1,11,27,44,6,1308,True,False
208,225,3,2025-09-19,1,23,18,49,6,1410,True,False
209,218,3,2025-07-25,1,22,22,19,4,1242,True,False
210,269,2,2025-05-25,1,5,12,26,10,779,True,False
211,705,3,2026-03-22,1,7,23,43,4,524,True,False
212,326,3,2024-12-18,1,17,15,45,8,1284,True,False
213,474,2,2026-01-22,1,16,22,3,5,1195,True,False
214,37,2,2025-03-18,1,9,16,48,6,330,True,False
215,718,1,2024-10-19,1,20,24,34,8,567,True,False
216,762,3,2024-12-09,1,4,20,26,3,922,True,False
217,598,3,2025-11-06,1,11,25,11,6,212,True,False
218,649,2,2025-02-09,1,20,14,12,5,1490,True,False
219,688,3,2025-01-11,1,19,9,28,10,1164,True,False
220,410,2,2026-05-20,1,18,5,27,4,510,True,False
221,859,1,2025-02-25,1,11,11,38,8,1428,True,False
222,24,2,2026-05-19,1,22,9,24,8,675,True,False
223,424,3,2025-01-22,1,11,16,11,6,1260,True,False
224,884,2,2025-02-28,1,20,7,46,3,1297,True,False
225,21,2,2026-05-10,1,8,18,10,1,1346,True,False
226,823,1,2025-12-29,1,29,19,21,5,856,True,False
227,776,3,2024-08-27,1,8,17,34,3,345,True,False
228,177,3,2025-09-12,1,8,24,44,4,478,True,False
229,290,2,2026-03-20,1,29,25,12,4,672,True,False
230,386,1,2025-05-24,1,19,12,14,3,707,True,False
231,905,1,2026-02-06,1,19,10,31,2,855,True,False
232,150,3,2024-10-09,1,11,14,37,8,1138,True,False
233,107,2,2026-03-26,1,13,7,33,3,1019,True,False
234,620,3,2025-11-12,1,29,1,7,7,1242,True,False
235,340,1,2026-01-08,1,2,14,32,7,400,True,False
236,172,1,2025-06-02,1,18,20,25,4,990,True,False
237,834,2,2024-08-20,1,26,24,27,9,1458,True,False
238,379,3,2026-03-16,1,3,18,33,2,180,True,False
239,585,3,2025-06-24,1,21,3,30,5,165,True,False
240,170,1,2026-01-06,1,13,4,41,9,1171,True,False
241,571,3,2025-03-17,1,20,18,29,9,1069,True,False
242,33,2,2025-11-26,1,19,8,36,5,1350,True,False
243,265,1,2026-02-20,1,17,16,38,5,1048,True,False
244,151,3,2026-02-06,1,9,20,35,9,322,True,False
245,845,2,2025-09-28,1,2,22,48,2,1071,True,False
246,366,1,2024-08-24,1,20,17,26,1,473,True,False
247,265,3,2026-01-06,1,17,16,16,6,726,True,False
248,73,3,2025-05-09,1,26,9,11,10,1094,True,False
249,796,3,2025-01-13,1,15,19,5,10,1162,True,False
250,79,1,2025-11-12,1,26,5,8,10,613,True,False
251,604,1,2025-11-22,1,10,1,21,10,13,True,False
252,319,3,2025-06-23,1,1,1,11,7,228,True,False
253,219,2,2025-09-03,1,27,17,45,1,22,True,False
254,740,1,2024-11-21,1,2,5,10,7,404,True,False
255,234,3,2025-03-23,1,21,21,10,3,902,True,False
256,688,2,2024-07-13,1,12,22,16,3,742,True,False
257,62,1,2024-11-28,1,12,13,36,9,1021,True,False
258,611,3,2026-05-30,1,31,3,1,8,1174,True,False
259,748,2,2025-10-15,1,22,18,9,4,991,True,False
260,155,1,2024-11-25,1,8,4,34,6,209,True,False
261,318,3,2026-03-06,1,2,8,49,10,385,True,False
262,39,2,2026-02-26,1,13,9,6,4,959,True,False
263,766,2,2025-03-07,1,19,20,31,1,731,True,False
264,289,2,2025-06-28,1,6,24,36,4,1047,True,False
265,660,3,2026-05-29,1,2,13,38,10,950,True,False
266,148,1,2026-03-22,1,30,20,18,1,572,True,False
267,376,3,2024-08-04,1,4,26,25,9,643,True,False
268,714,2,2025-08-16,1,26,6,47,6,264,True,False
269,320,2,2025-06-21,1,1,16,15,7,515,True,False
270,184,2,2026-01-03,1,12,16,29,3,1123,True,False
271,236,2,2025-02-05,1,15,24,29,2,315,True,False
272,421,2,2025-07-17,1,18,23,8,1,1270,True,False
273,977,2,2026-01-19,1,17,27,49,5,190,True,False
274,604,3,2026-03-24,1,16,4,20,8,609,True,False
275,375,2,2026-03-21,1,23,23,16,2,1194,True,False
276,224,1,2024-11-09,1,27,24,10,6,180,True,False
277,891,1,2025-11-24,1,21,11,20,5,47,True,False
278,683,2,2024-12-05,1,15,5,12,4,236,True,False
279,304,3,2025-11-12,1,16,14,26,5,238,True,False
280,303,3,2026-03-06,1,18,16,39,1,418,True,False
281,559,3,2024-11-29,1,16,2,27,3,19,True,False
282,459,2,2025-08-21,1,21,10,4,8,959,True,False
283,794,1,2025-08-31,1,2,15,10,4,160,True,False
284,197,1,2026-01-31,1,25,1,12,9,1461,True,False
285,815,1,2025-01-06,1,11,10,40,1,1120,True,False
286,893,3,2024-10-06,1,13,11,11,9,1032,True,False
287,352,1,2026-07-01,1,3,4,23,8,764,True,False
288,559,1,2025-02-24,1,4,17,45,2,1289,True,False
289,932,1,2025-01-12,1,25,6,38,6,1214,True,False
290,372,1,2024-10-17,1,25,2,36,3,1365,True,False
291,745,3,2024-10-14,1,11,27,33,8,94,True,False
292,345,1,2024-07-21,1,29,3,26,3,724,True,False
293,799,2,2025-02-11,1,30,24,16,9,420,True,False
294,294,1,2024-12-06,1,11,14,8,7,861,True,False
295,519,3,2026-02-11,1,23,18,44,4,1178,True,False
296,65,3,2025-05-26,1,24,4,43,10,152,True,False
297,476,2,2026-06-14,1,14,8,5,9,592,True,False
298,751,1,2025-03-15,1,5,12,16,10,279,True,False
299,96,1,2025-05-25,1,16,19,7,9,297,True,False
300,370,1,2026-04-08,1,30,24,47,7,1020,True,False
301,228,3,2024-09-12,1,28,13,47,4,1499,True,False
302,952,1,2024-10-20,1,31,18,18,6,207,True,False
303,803,2,2026-01-23,1,25,27,32,2,209,True,False
304,757,2,2025-07-11,1,4,1,37,10,480,True,False
305,138,2,2025-03-19,1,1,22,14,5,857,True,False
306,427,2,2025-10-28,1,20,5,29,5,1223,True,False
307,508,1,2025-09-09,1,29,10,23,8,430,True,False
308,729,3,2024-10-02,1,12,20,20,8,720,True,False
309,244,2,2025-06-01,1,7,8,44,5,50,True,False
310,92,3,2025-06-23,1,27,19,42,9,925,True,False
311,921,2,2025-09-28,1,2,11,11,1,1493,True,False
312,583,3,2025-07-13,1,11,25,9,1,266,True,False
313,994,2,2024-10-28,1,18,25,19,1,1410,True,False
314,785,1,2026-04-28,1,16,25,28,2,1134,True,False
315,791,1,2025-05-06,1,20,19,32,3,1047,True,False
316,377,1,2024-12-22,1,3,12,25,9,1178,True,False
317,239,3,2026-01-02,1,1,13,13,6,1180,True,False
318,808,2,2025-07-24,1,20,14,16,4,219,True,False
319,95,1,2025-02-14,1,25,3,31,5,90,True,False
320,349,3,2025-08-08,1,8,19,48,7,1333,True,False
321,420,1,2025-12-20,1,12,2,11,8,1427,True,False
322,463,3,2025-12-02,1,10,7,43,7,576,True,False
323,105,1,2025-01-07,1,15,2,37,7,459,True,False
324,36,3,2026-04-12,1,17,9,38,2,659,True,False
325,881,2,2026-01-24,1,17,4,20,2,1181,True,False
326,648,1,2025-12-06,1,28,3,21,2,1385,True,False
327,156,2,2025-11-21,1,23,24,30,10,1433,True,False
328,872,3,2025-05-21,1,10,7,45,3,109,True,False
329,640,3,2026-04-02,1,23,14,15,1,1244,True,False
330,822,1,2025-05-29,1,8,10,12,7,730,True,False
331,465,1,2026-03-07,1,16,8,40,10,483,True,False
332,194,1,2024-08-10,1,30,19,6,6,938,True,False
333,428,3,2026-02-03,1,6,10,6,1,840,True,False
334,888,1,2025-07-07,1,5,12,22,6,907,True,False
335,215,1,2026-05-02,1,9,25,18,10,1170,True,False
336,417,2,2025-12-03,1,7,3,35,9,191,True,False
337,431,2,2025-07-20,1,23,15,8,10,1144,True,False
338,100,2,2025-10-06,1,10,11,21,7,51,True,False
339,547,3,2025-08-28,1,21,26,27,5,797,True,False
340,634,3,2025-01-13,1,17,12,12,8,390,True,False
341,507,2,2026-05-15,1,12,19,18,5,1031,True,False
342,997,3,2025-05-11,1,29,2,43,4,669,True,False
343,708,1,2024-07-30,1,20,10,2,7,1273,True,False
344,704,2,2025-06-15,1,23,4,3,6,214,True,False
345,432,3,2026-04-19,1,12,10,11,9,627,True,False
346,404,1,2024-12-18,1,27,2,27,5,1389,True,False
347,135,3,2024-09-18,1,3,17,9,3,504,True,False
348,850,3,2024-09-24,1,24,23,23,9,276,True,False
349,861,3,2025-01-15,1,16,12,23,9,439,True,False
350,522,1,2024-11-24,1,29,9,1,7,1208,True,False
351,461,1,2026-06-01,1,30,25,49,9,398,True,False
352,177,3,2025-03-14,1,23,27,40,1,1299,True,False
353,205,2,2026-04-24,1,30,13,27,6,884,True,False
354,970,3,2025-04-09,1,6,17,49,8,932,True,False
355,546,3,2026-01-01,1,5,11,28,9,855,True,False
356,880,3,2024-08-28,1,24,3,26,10,265,True,False
357,986,2,2025-07-01,1,27,4,11,7,302,True,False
358,443,2,2026-04-05,1,11,2,27,2,1428,True,False
359,322,1,2026-06-10,1,27,27,17,3,349,True,False
360,622,2,2026-04-18,1,24,15,16,3,897,True,False
361,908,3,2025-11-17,1,25,3,29,4,264,True,False
362,762,3,2024-12-21,1,19,11,23,10,1125,True,False
363,487,2,2026-01-18,1,8,14,38,9,665,True,False
364,620,2,2026-04-22,1,4,27,16,4,1282,True,False
365,197,2,2025-02-23,1,30,26,5,2,18,True,False
366,698,3,2025-01-27,1,2,5,25,1,741,True,False
367,709,2,2025-09-12,1,8,4,22,3,1276,True,False
368,912,1,2026-01-14,1,10,18,36,4,384,True,False
369,288,2,2024-08-10,1,9,10,18,9,779,True,False
370,289,2,2026-05-20,1,30,5,40,6,1476,True,False
371,781,1,2025-08-11,1,27,2,22,5,1051,True,False
372,835,3,2026-01-19,1,10,11,18,2,872,True,False
373,710,1,2025-12-26,1,16,7,1,8,1034,True,False
374,506,3,2026-01-30,1,9,2,30,4,648,True,False
375,994,1,2024-09-02,1,23,10,7,1,66,True,False
376,500,3,2024-09-30,1,27,7,19,5,1256,True,False
377,400,3,2025-02-11,1,3,4,41,10,1059,True,False
378,132,2,2026-04-23,1,15,14,7,1,555,True,False
379,819,1,2025-06-08,1,6,18,4,6,769,True,False
380,698,1,2025-08-13,1,11,23,8,2,874,True,False
381,462,1,2025-04-10,1,31,13,48,6,22,True,False
382,46,3,2026-03-11,1,8,19,35,5,267,True,False
383,707,3,2026-01-17,1,25,7,33,4,1197,True,False
384,340,3,2025-11-04,1,16,5,27,1,408,True,False
385,658,1,2025-02-11,1,31,16,37,6,147,True,False
386,440,3,2025-12-15,1,5,4,48,2,994,True,False
387,755,3,2025-12-29,1,8,1,40,7,937,True,False
388,463,1,2025-02-13,1,21,24,4,2,407,True,False
389,124,1,2026-03-01,1,13,15,25,9,560,True,False
390,63,1,2025-07-05,1,4,4,1,7,862,True,False
391,136,2,2025-06-21,1,19,25,23,6,588,True,False
392,967,2,2025-04-29,1,31,20,50,1,1242,True,False
393,555,3,2025-01-20,1,11,7,23,3,870,True,False
394,210,2,2024-12-14,1,30,12,25,8,61,True,False
395,33,1,2026-02-18,1,9,22,11,2,874,True,False
396,629,2,2025-11-06,1,30,2,47,10,791,True,False
397,42,2,2025-04-05,1,4,21,33,6,427,True,False
398,857,3,2026-03-18,1,13,6,7,7,29,True,False
399,142,1,2024-10-05,1,30,8,27,3,922,True,False
400,949,3,2025-03-05,1,20,26,7,5,388,True,False
401,301,1,2026-04-29,1,7,17,18,3,18,True,False
402,212,3,2026-06-02,1,4,11,28,9,211,True,False
403,652,2,2024-07-10,1,22,26,30,5,882,True,False
404,930,1,2024-07-21,1,9,3,25,5,543,True,False
405,607,3,2025-04-19,1,30,19,17,5,484,True,False
406,425,2,2024-10-30,1,1,6,38,2,596,True,False
407,899,2,2025-10-14,1,18,27,48,10,740,True,False
408,934,1,2026-01-29,1,20,26,11,9,1170,True,False
409,896,1,2026-05-29,1,28,8,3,8,1094,True,False
410,720,2,2025-09-28,1,11,13,36,5,1122,True,False
411,896,3,2024-09-15,1,17,27,48,6,1098,True,False
412,391,2,2025-08-24,1,14,13,10,5,1124,True,False
413,765,2,2024-12-13,1,31,12,30,1,363,True,False
414,578,2,2025-03-11,1,17,26,9,2,1265,True,False
415,211,1,2026-01-30,1,1,4,15,10,599,True,False
416,118,1,2026-07-05,1,28,5,7,5,92,True,False
417,381,2,2026-05-20,1,29,11,34,4,1264,True,False
418,160,2,2025-09-22,1,23,5,2,9,452,True,False
419,867,3,2026-04-05,1,19,19,1,5,665,True,False
420,427,2,2026-04-13,1,16,25,6,5,150,True,False
421,99,2,2026-01-17,1,18,8,35,10,551,True,False
422,863,2,2026-03-06,1,8,1,35,3,153,True,False
423,866,1,2026-03-07,1,27,22,18,8,636,True,False
424,820,2,2024-09-26,1,11,12,29,1,24,True,False
425,100,3,2025-04-20,1,28,2,24,10,615,True,False
426,354,3,2024-11-14,1,20,4,38,2,940,True,False
427,455,2,2026-01-05,1,11,27,27,2,31,True,False
428,274,3,2026-01-18,1,26,14,39,5,1125,True,False
429,836,2,2025-04-06,1,27,26,6,1,101,True,False
430,566,1,2024-10-11,1,13,25,13,9,165,True,False
431,501,2,2025-06-28,1,7,19,28,6,1150,True,False
432,504,2,2025-06-08,1,10,23,11,3,1335,True,False
433,541,3,2024-08-26,1,5,25,41,10,124,True,False
434,845,2,2025-11-18,1,13,1,32,8,1468,True,False
435,124,3,2024-10-06,1,11,14,15,9,1333,True,False
436,849,2,2024-11-28,1,14,16,50,6,301,True,False
437,326,3,2024-09-30,1,27,25,25,6,483,True,False
438,367,2,2025-08-17,1,9,12,30,10,455,True,False
439,999,3,2025-03-22,1,28,22,17,2,852,True,False
440,160,2,2026-05-02,1,27,9,45,7,723,True,False
441,214,2,2026-01-23,1,26,11,8,7,291,True,False
442,474,1,2025-01-10,1,21,21,32,6,295,True,False
443,915,3,2024-12-30,1,29,2,29,10,722,True,False
444,878,1,2024-07-05,1,14,10,47,2,579,True,False
445,290,3,2025-01-16,1,21,2,5,9,821,True,False
446,697,1,2025-02-09,1,4,25,8,1,1308,True,False
447,964,1,2024-10-29,1,24,23,10,10,391,True,False
448,950,1,2024-09-30,1,31,6,27,6,103,True,False
449,855,3,2025-07-01,1,20,7,31,5,1450,True,False
450,4,2,2026-03-26,1,29,26,46,10,1033,True,False
451,561,3,2025-11-12,1,24,27,37,1,734,True,False
452,326,3,2026-02-15,1,24,5,30,7,557,True,False
453,834,3,2024-09-09,1,6,7,28,2,994,True,False
454,157,2,2025-01-20,1,6,20,39,5,794,True,False
455,637,3,2025-01-21,1,27,17,36,5,898,True,False
456,28,2,2026-05-20,1,16,10,5,1,796,True,False
457,76,2,2025-08-04,1,22,12,38,10,213,True,False
458,268,1,2026-02-23,1,18,24,32,7,1249,True,False
459,474,1,2025-06-18,1,26,16,9,1,394,True,False
460,264,1,2025-03-22,1,22,22,21,6,1242,True,False
461,693,3,2025-08-01,1,5,15,8,7,1289,True,False
462,722,2,2025-12-25,1,10,8,1,4,1008,True,False
463,708,3,2025-11-06,1,17,17,48,6,753,True,False
464,662,2,2024-10-26,1,31,25,27,8,196,True,False
465,814,3,2025-05-16,1,21,7,44,8,499,True,False
466,216,2,2024-11-09,1,7,3,4,1,1314,True,False
467,364,1,2026-04-01,1,2,23,47,10,540,True,False
468,874,1,2024-10-01,1,7,15,13,2,1466,True,False
469,480,1,2025-05-16,1,8,20,4,2,1117,True,False
